Content,Name,Liked
礼貌借楼蹲一个北京英语学生（距离不要太远就可以）本人英语高考144，现北京985院校在读，有着丰富的家教经验，教过的学生都很喜欢我～有方法负责任有耐心，我是女孩子，定位丰台～可以私信看简历[害羞R][害羞R],W.crab,1
有没有文史哲比较好的呀，报酬好说,YG,2
坐标北京怀柔 可接启蒙，小学，初中英语辅导 语言类大学商务英语专业在读,花卷,0
地址：北京顺义学校：国际学校四年级科目：包括数学英语和语文课时费：四个小时600-1000老师要求：英语要好的，雅思托福之类的,北北北北٩(๑^o^๑)۶,0
坐标北京海淀，擅长高中数学和历史[哇R],顾温,2
怎么都是蹲的，PO主不是在讨论一下信息费的事吗,hh,0
北京北大汉语言随缘蹲家教,谁知道,0
海淀蹲学生，人大本硕，小学初中全科，高中文科[合十R],嘟嘟,0
清华研究生蹲学生,Chen-33的宝贝,0
北京海淀211本，中科院研究生，高考数学141、英语138，有两年的补习班任教经验，蹲一个学生,小红书1234567890,0
昌平211保研女生，蹲个家教或者陪玩。做过三段家教，一段陪玩。,serendipity,0
有大学生想做家教吗！私聊,小红薯6560E8C0,0
蹲蹲武汉想做家教的大学生[赞R][赞R][赞R]在这里集合[萌萌哒R],噜啦啦啦,0
北京通州 211本科生，蹲学生,某某生:),0
五道口211研一，蹲一个小学生[飞吻R],不掉小珍珠,0
北京蹲学生[微笑R]，学院路六道口，矿大大四学生。计算机专业，擅长初中高中数理化，高考理科都还尚可。数学130/理综240，家教经验丰富，初中高中理科均有涉猎。寒假大部分时间在京（过年前后得回家）为人温和有耐心，比较擅长从基础概念入手，从而逐步剖析知识点相关题型再上到中上等难度。价格美丽，私聊即可。线下/上均可。[自拍R],喝酸奶的橙汁,1
蹲一个高一线下数学英语陪读大学生（211以上)，坐标地铁10号线太阳宫，每周1-2次工作日晚2小时200，要求女生，可以的私,水蓝心情,0
求,兔比,1
在帮一个国际学校初中的孩子找数学家教，题干是英文的，坐标北京朝阳，无信息费，可以带的同学直接评论回复我哈,镜临网络科技,0
海淀五道口学院路 211研究生 蹲一个学生[害羞R] 初中的数学物理化学生物均可 小学的各科均可[害羞R],我觉得你在骗我,0
安贞桥附近五年级男孩，求北工大、外经贸、北师大、首师大的男老师,小红薯5F607AB4,0
清华大学，蹲一个需要数学家教的学生,小凡今天进步了吗✨,1
蹲学生，线上小学英语,Joanna英语,0
蹲哈尔滨的大学生老师，部分课无信息费[害羞R],小红薯61890D5A,1
蹲一个有初中化学或者物理教资的大学生咨询请教问题，付费,没吃饱,0
蹲上海大学生[笑哭R]没有信息费，闵行的杨浦区只需要两三个,卡其面包🥖,0
感觉家教费都是这样收价的，我也是最近在接触着，算刚入门吧，发现基本上都是这样，而且说实话我也能理解，人家搜集信息也需要精力，筛选家长也是。家长和老师很多也是骗子，下面是我和一个老师的聊天记录，她说，见的多了就会觉得这个价格正常，只能说找磁场相同的人吧。一个愿打一个愿挨。我在长沙，想自己做一个信息费低一点的群方便大家，可是起步感觉好难[哭惹R],爱吃芒果的猴子,2
北航学院路在读。蹲学生,hhhhhsj,1
双一流理科女研究生 蹲一个学生[偷笑R]唐山或天津有家教经验,Lydia,1
蹲上海家jiao老师 有信息费，但是不高 小学初中一个小时课时费在一百到一百三浮动，高中两百到三百，试课不通过信息费全退，没有霸王条款，不压榨老师,🌊🌊,0
蹲学生，浙大大一在读，理科优秀，高考英语138,小红薯650B34E9,0
有些多啊[失望R]别轻易相信,半熟半透车厘子,1
蹲郑州的学生 有初中教师资格证有寒暑假代课经验,抓住月亮,0
捞青岛家教大学生老师,小豚爱吃巧克力,0
蹲蹲北京的老师[萌萌哒R],Fiee,0
蹲沈阳的学生[偷笑R],许佳佳佳呀,0
海淀大学生举手🙋‍♀️有三次家教经历,明天见,1
通州果园，时间是周二，周三和周四，小学五年级帮助孩子查缺补漏,拔丝红薯,2
蹲西城高二数学,^_^,2
有能带语文的同学吗？,小红薯7D68B364,0
蹲北京学生，北航大二[飞吻R],暮折晓,0
西城 蹲书法家教，要求女生[萌萌哒R][萌萌哒R],momo,1
蹲蹲北京学生 985大三女[哭惹R],大头包菜,2
海淀需要女大学生老师辅导高二女生,陈陈,1
我进了一个群也是这样,Poseidon🌊,1
蹲北京大学生家jiao老师 有信息费，但是不高，不会和中介群那么贵，活比较轻松，陪小朋友写写作业，课时费80/h，试课不通过信息费全退，没有霸王条款，不压榨老师 本人亲干,123,0
蹲蹲想当家教的宝子，私我,April,0
海淀区学院路附近，数学专业研究生，认真负责，蹲一个学生，,位置的兔子🐰,1
能把年级中下游的孩子教成海淀区第一，这老师还看得上6w奖励吗？而且这家长提出帮孩子发一篇国际顶刊一作奖励4w[黑薯问号R]要是有这样的好事，贷款我也买上它几篇。按着奖励标准有钱人不一定，想得美是真的。,芝士就是力量！,993
我如果能top10毕业，还能把学生带成海淀第一，我还能看得上那几万块钱么[笑哭R],我爱锅包肉火锅麻辣烫凉皮,532
能把我孩子培养成这样，我能给这奖励后面再加个0。这真不算什么。,用户已注销,183
把一个普通中上游小孩辅导成海淀区第一简直难于上青天好吗，有这本事我随便干点啥都能挣6万[笑哭R],大萌王与小世界,127
top10且能达到她要求这么用心的 正儿八经去做一份工作事业只会比这个赚得多还能积累社会经验和工作资历,小红薯629028A8,85
错了，人分初中比本部牛。,Jenny,3
初中人大附中分校是全海淀top1，要比人大附中初中的本校好，,恒温恒湿,5
我只能说，给的太少了[doge][doge][doge]要是能带到第一名，别说六万，六百万都有家长愿意[doge],用户已注销,24
这标准 出这点钱好意思叫奖金？,阳阳,18
说说月薪吧，奖励都是拿不到的东西,SandyL,14
蹲！蹲！！蹲！！！急需家教,黄不荒,0
211理工科研一在读 🉑教全年级段数学英语 坐标北京朝阳东四环 寒暑假兼职,SERIOUS,0
最近加了一个中介小哥，提供家教信息都是高质量高净值家庭，我自己这边课时费可以保障，主要是收费简直不要太低，比那些无良中介强太多了,POP-UP,0
一.个人简介北京大学数院研究生，七年的一对一教学经验，有高中数学教师资格证。二.教学成果辅导小学奥数一对二。辅导全国卷考试年排900到年排330。北京高二学生数学从70——94。北京高一学生数学提高10分。三.教课风格擅长鼓励式教学，通过引导学生思考来发掘潜力。对于不同情况的孩子因材施教，夯实基础，巩固提高。介绍初高中学习技巧方法，有自己独特的总结归纳技巧。四.教学方式线上,北大weiwei,0
女，29，江西女[拔草R]，坐标北京，喜欢小盆友，口语较好，雅思7.5，六级554。本985+世界前三十硕，物理和经济学背景。本科时带过英语、化学、数学的上门家教[偷笑R][偷笑R]本科获专业奖学金，硕士英国Distinction一等学位。个人爱好旅行，喜欢小动物，看看有缘滴小朋友[微笑R][微笑R],Anniecloset,0
求拉群,爱吃托马斯,0
需要个寒假能在北京线下辅导初二孩子作业的大学生老师，最好数学和英语比较好,立,0
蹲蹲海淀学生 本人211计算机大三,🌙,1
蹲学生。本人女，211学校国际新闻专业，四六级成绩600+，专四通过，普通话二甲；高考670+；同时有丰富家教经验，之前带过自家弟弟妹妹，一名四年级女生全科和两名新初一男生数学。擅长小初语文、小初数学、初中科学等科目～,招财鱼🍀,0
家在呼家楼附近，需要家教,苏苏,0
蹲北京大学生，急需家教老师[哭惹R],cosplay完就改名,0
捞捞北京想接家教的uu，手上现在有好多单子出不去[哭惹R],辞.,1
蹲北京家教大学生 一般小学到高中都有,C9_Offical,0
蹲兼职[哭惹R],SS,0
北航理学说是，蹲学生,我们各自努力，顶端相见,0
北京211在读接语文英语等,KAZL,0
蹲家教资源 求中介,咪咕,0
清华大学 蹲个学生,小西米,0
北大毕业，女生，理科生，工作在东城，住在南边，工作日6点以后和周末，可接北京家教，可教小学初中高一数学英语，本人有亲和力有耐心,星星✨,0
蹲一蹲北京四川想做家教的宝子,小红薯62205B9E,0
北大硕士，女生，理科生，工作在东城，住在南边，工作日6点以后和周末，可接家教,星星✨,1
北京985高校营养健康博士在读，女生，喜欢教育工作，四六级本科已通过，有教师资格证，想找一个北京家教[黄金薯R],曌,0
礼貌借楼[派对R][派对R]蹲北京学生[偷笑R]本人女，19岁，中国传媒大学，准大二[派对R]，性格沉稳踏实负责[偷笑R]可教小学、初中生、高一数理化。[派对R]高考省排名前1.07%，理综236，英语135，大学物理97（满分100），中考数学110+（满分120），化学40+（满分50）[派对R][派对R]有4段家教经验，曾辅导一名初中生数学，现该生中考110（满分120）[赞R][赞R][赞R]坐标北京朝阳区，暑假会留京。[害羞R][害羞R]8月5-8月30日上午可兼职家教，线下（需要在北京）[派对R][派对R]9月开学后时间可以商量[赞R],昔洛的奶糖,1
捞想做家教的北京大学生[害羞R],开心噜噜哒,0
捞一下想做北京家教的宝子们。[飞吻R],开心噜噜哒,0
这也太少了[笑哭R]下游往中游，和中游往上游的难度可不一样，这还是全科的,家有小虎妞,0
北京985研一在读，可带小学全科和初中英语，家教经验丰富，欢迎家长私聊,努力的榴莲糖,2
找能做深圳上海杭州北京家教的！！有一年以上经验，或者985 211 大三大四生，住家全国可接！！,橙子,0
蹲家教群[哭惹R],jj南北,0
蹲学生，北京师范大学大二在读，女，家教经验丰富，高考数学英语皆140+，四六级已过，普通话二甲。,小昭,0
什么群 相进哈哈哈哈哈,嘟嘟,0
做仰卧起坐都有钱拿[捂脸R][捂脸R][捂脸R],呼啦呼啦圈,0
北京211本科，女生，可以教小学初中高中数学和英语[微笑R],Miller0512,0
初中人分比本校牛,锦瑟,0
北京大学在读，暑假接高中数学物理化学，（有自己很牛逼的方法，成绩差也适用,piiinky pie🎈,0
求一个初一英语家教老师，在金隅学府,小红薯63BFEC63,0
有家教群能拉我一下吗,蓝宝铲屎官,1
求拉群,Suspicious,0
大学生老师会干,李老师,0
这里[偷笑R],李老师,0
蹲家教群,书海泛舟,0
求拉家教群,今天学英语了吗,0
想进群[笑哭R][笑哭R][笑哭R],笑不露钢牙,0
��🏻、成绩优异、留学生[害羞R]会英俄双语、舞蹈可以陪练,123在评漂流,0
海淀第一给6w？？？冲家长这脑子 孩子也考不了第一[笑哭R],秋一秋酷,0
我最多带到过海淀区30，再往上就没了，好难啊，跟孩子悟性有关系的,普通群众,0
这家长也是异想天开 能给孩子教成海淀第一 你一年至少给个八十万,小红薯65303799,0
主要是高强度的作业训练孩子能做到吗？会不会厌学[笑哭R]会不会身体吃不消[笑哭R],不爱学习的兔子,0
谁能把我儿子辅导成为小学年级第一我能奖励30w[笑哭R],是我呀,0
说实话，这有钱人钱太少了吧,还我炸酱面,0
我当初也看到这个了[偷笑R],嗯呐,0
能保持就不错了[笑哭R],肥仙女,0
能把我娃送进天津市五所（最好的五个高中），20万少不少？,嘟嘟姐姐小专家,0
都海淀区第一了，还需要家教吗,嗷嗷爱吃鲷鱼烧,2
只有闵姜西可以,Renee,0
这太少了，我这儿，天天去老师家作业的都不止。,用户已注销,4
这个条件不咋样，据我所知的成都某老板，也不是特别特别有钱的那种，顾的他儿子的教导主任，从放学接孩子去他家辅导学习，晚上送回来，就这一项20万一年。,......,3
海淀区第一才几万块，呵呵[笑哭R]在北京这不叫有钱人吧,爱吃蛋炒饭,10
招太子太傅呢,用户已注销,5
这个我也看见类似的了 我惊了[笑哭R],肉🐰想吃锅包肉,1
laak,橘子味的小仙女🍊,0
把吊车尾带成区第一，百来万都不算多,Nini,13
有这样的家教请联系我！我贷款也要发国际顶刊！读博士头发都要掉光了,用户已注销,9
前半部分对老师的要求很变态的,小浩的海角,3
这个价格在首都来讲的话有点抠门的,小浩的海角,4
我们学校这边好多找这样的老师的，关键我们也没时间一天陪五个小时[笑哭R][笑哭R],弦歌不辍的小公主,0
海淀区第一你在逗我？前100你也是逗我呢。有这个能力人家能看上这几万块钱？,Vi盖茨比,6
我在朋友圈也看到了[笑哭R],野生时尚博主Nancy,0
讲真...奖金真心不多.,KenZo爱生活,3
所以那些说读书无用论的人还会再叨叨叨吗、,star,3
老实说这个价钱真心便宜，连月嫂都比这个赚得容易。,rene,7
又扣又精,萌萌的小肥啾🌸,9
要求那么高，薪水跟不上，有点眼高手低了[笑哭R],嘻嘻国王鸭哒,5
这种条件只能有老师赌一把的，我二哥刚毕业教高中，学校分配最差的班给他。他硬是教成最好的班，十几年前本科还是比较吃香的时候他带的班全是二本以上，后来找他补课的都踏破门槛了，还得托关系花好价钱补课，想一对一不可能，每天一个小时二十多个学生。这种条件找不到现成这样的老师只能找到缺钱的赌一把的老师，等他教出来这样的学生哪怕一个就不是这个钱能请的动的了,小红薯62E07DD8,2
这娃要是真笨，给1000万也挣不上,LorettaLau,5
我建议他最好找那种退休的老教师，不要过于在乎老师学历。对付应试教育，还是要这种身经百战，英雄不问出处的老教师。我身边就有的真实案例，孩子五年级数学不及格 去年考的北大（理科）。就是一定要下决心推倒重来，就找的这种退休老教师挨科补课。,飞羽萌,10
把分校实验班倒数第二弄到海淀区第一就6万[偷笑R],尧大猫,5
[笑哭R]说实话按照现阶段孩子的情况 结合目标 钱给少了 他的找一个团队的老师,你大姨,2
我想起了撒贝宁,zz,2
这真不是有钱人,神经蛙,4
求进这个群[笑哭R],剧本杀小透明,0
当年我爸妈要是说一句考上全市前十给我4万块零花钱，我直接点把火烧了我的小说漫画然后往死里学[笑哭R][笑哭R],用户已注销,6
海淀区第一就奖6万？至少得在后面加个0[笑哭R],May,4
不是我说，四川高考也不太容易吧，我从小补50块钱的大课，中考不也省重点，高考发挥不太好不也进了浙大自动化吗，汉族考生，没加分，小城市，没大赛参加[飞吻R],Yannah,1
海淀区第一？知道是什么概念么，6w真的想多了,-..- -.--,5
照他这要求条件给的价格并不算高。。,LEM,0
十一的学生表示这种真不算有钱人，同学里花钱辅导的比这花的多多了[笑哭R]（当然也是少数）,星夜骑士時-,5
要是能把他带成海淀区第一的人，别的人肯定都是求着他去辅导的，起码年薪几十万甚至几百万吧，这个6万真的太[笑哭R],希望可瘦20斤,8
这奖励不太行啊[笑哭R],改个名字,0
实验班倒数第二的到满分，没那拿满分的脑子，就是给5个亿老师也没办法啊[捂脸R]（除非不正当手段）,Ambergel,3
大概这个家长不知道人大附和十一的老师挣多少钱,躺平了攒钱的lin,1
把教孩子全放找家教身上，嗯，感觉不靠谱,mosquito,3
[汗颜R]这价也太低了吧，10万起步就差不多,神经蛙,0
有人敢接，我就敢给[笑哭R],木哥火山,3
倒数第二教到满分的难度有多大啊，就这点钱？况且我觉得他可以说奖励500万，反正到不了，随便说呗，还海淀第一？,女侠慢点逃,5
坐标北京海淀家长，这个标准真不是海淀有钱人。,美好,4
我接触过的几个人大附的几个学霸，都不上补习班不找家教，个人爱好还一箩筐。有时候补课并不一定是提高成绩最好的方法,喝着柚子茶,3
学霸我感觉是天生的，家里表妹，中考差几分满分考入十一国际部，父母就是普通人，辅导不了孩子学习，也没有报课外班，更别说请一对一家教了～～,喵喵,4
这种家教一月给多少钱,momo,0
东宫娘娘烙大饼 西宫娘娘剥大葱[偷笑R],白马蓝山,1
也不知道是真是假哈哈哈哈,冰娃韩某某,0
搞笑呢，国际顶刊是随便能发的吗，孩子没有接触专业知识的训练，就算发了也会被质疑是学术不端。再说了，如果达到了发顶刊的水平，还在乎四万块钱吗，真逗。我觉得应该把奖励改成400万[偷笑R],喵小咪,6
實驗班的倒數第二，年級後三分之一，這孩子進實驗班是個意外嗎？,小珠子,10
蹲蹲想当家教的宝子，私我,April,0
您好！初中数学物理可以教吗,❤楠,0
直接小红书上自己找,教招上岸再改名！！！,0
学姐~想问问研究生阶段如果是想走科研道路读博的话，还有必要当班委吗？[哭惹R],欧阳有梨涡,1
想到毕业要求要两篇scd，这些都没心思弄[哭惹R],可可爱爱没有眼袋,1
推荐百度实习么，美的我大概可以内推进，但是听说百度待遇好，校招薪资也高[猪头R][猪头R][猪头R]听意见👂,子非鱼吖,2
想看实习贴！,Sunny🐻,3
学姐 请问你是研究生在读期间出去实习月工资＋房补能拿到5K吗,橘子海,2
[赞R][赞R][赞R]好棒,啧啧啧爱学习,0
今天刚刮得刮刮乐，我真是一点不快乐[黄金薯R],铁腚公主挣大钱,0
家教是得怎么找呀？,别太down,3
想看实习贴[偷笑R],Chen.,0
孩子三年级 地址西单灵境胡同 蹲一个家教 每周一到四 5点到7点,Tiya-xx,0
捞捞北京想接家教的uu，手上现在有好多单子出不去[哭惹R],辞.,1
急需做家教的宝宝，单子发不出去,喵喵晶酱～芯片AE工程师,0
你好 家教是什么途径找的呀,你joy姨,1
想请问一下，还在上学怎么去实习呀，还有就是实习的公司怎么找的[哭惹R],小羊娜里跑,0
想知道线上实习怎么找,社恐腼腆害羞内向弱女子,0
家教到底违不违法啊！我在北京 推了好几个家教了[哭惹R][哭惹R][失望R][哭惹R],书儿学姐,0
好书,晨曦课堂笔记,0
坐标北京，急需老师[偷笑R],塑胶野小孩,0
老大什么时候开学[哭惹R][哭惹R]我有机会吗[哭惹R],廁所工,0
啊啊啊可恶，在北京,Mortes,0
[doge]网课可以辅导分镜考试咩,🐕,0
哦莫，开学后，遗憾退场，还想约一对一解决一下问题的,arashiki纸鱼（高考版,0
[哇R][哇R][哇R],艾琳,0
请家长朋友发私信咨询[微笑R]谢谢,Huuuui-🎹,2
礼貌问价,雪灰,0
怎么联系您？,Old,0
请问朝阳望京，成人学习可以吗,小红薯A2D5810F,0
望京，两个女孩可以吗,seaU,0
老师，请发一下授课地点和费用，谢谢,小红薯5C7C547F,4
都已私信各位朋友 请查看,Huuuui-🎹,0
请问上课地点及价格？谢谢,雨笙,2
在哪上课，费用多少,zyj,2
礼貌问价,会飞的母猪精,0
礼貌问价,冷山,0
礼貌询价[飞吻R],Yimii,0
礼貌问价,Xxxxx,0
酒仙桥附近吗,心爸绘本,0
老师，您还收学生吗？想咨询一下授课地点和费用[飞吻R],gyghhf,1
成人，请问价格和地点，谢谢,我原来账号呢,0
礼貌问价和地方,飞到城市另一边,0
电子琴，怎么收费,曲未尽 意难平,0
成人请问费用是？,没有胡说在八道 嘤🐰,0
咨询下价格,小普洱,0
礼貌询价[萌萌哒R],锦姝,0
请问一下价格谢谢,水滴妈妈,0
你好，在哪里授课，多少钱一节课,热爱音乐的小雨点儿,1
礼貌问价,小红薯wi2493701ll10,0
您好，礼貌询价和上课地点,momo,0
礼貌询价,大状,0
请问价格,🌟Leighton🌟,0
想了解一下具体情况。,采琪钢琴教育🎶,0
您好，可以私信我么?,采琪钢琴教育🎶,0
上课地点，价格，谢谢,xboy,0
您好，请问怎么收费。住朝阳大悦城附近,橙光教育咨询,0
您好，请问您是在什么位置，怎么收费呢？,禄蠹,0
请问价格多少呀,区区三两,0
礼貌询价，及授课地点谢谢,蔓柳穿鱼,0
私信了只能发一条[笑哭R],想倒下的不倒翁小姐姐,0
礼貌问价[皱眉R],柒柒,0
坐标望京 有一定音乐基础 怎么收费呀 谢谢,小牙牙萌萌,0
礼貌问价,KAKA Planet,0
成人没基础求私信,小椰酱,0
价格,Lucia,0
礼貌询价,大懒喵,0
成年人学钢琴 有一点基础 咨询一下价格,Enough,0
您好咨询钢琴老师,六方柱空间,0
成人学琴 想咨询下价格,:),0
礼貌问价,师太,0
请问价格,Jennie news salad,0
礼貌询问上课地点和价格，谢谢！国贸附近可上门吗？谢谢！,Carrie,0
请问地点和学费,乐儿,1
怎么收费,蘑菇妹妹&,0
亚运村鸟巢旁边可以上门吗？怎么收费？,nola,0
请问一下地点和价格？,Zixiong,0
请问价格,奇奇,0
礼貌问价,H,0
请问上课地点和价格,小富婆35岁退休,0
老师能私信下么，招呼次数没啦[皱眉R],wingon,0
礼貌问价,方庄表格小公主,0
上课地点，礼貌询价,小红薯FCF4EF21,0
咨询地点及价格，谢谢,彩云之东,0
请问后沙峪可以家教么，多少钱,coco_dream♓🅾🐷,0
丰台上门，多少钱呢？谢谢,萌宝,0
地点和价格，谢谢～,EMRach,0
老师您好，您在什么位置,老少女秋秋,0
咨询上课地点和价格,长木塔,0
请问地点和价格，谢谢,嘿，是我,0
[点赞R],北京定音钢琴调律,0
请问上课地点及价格？谢谢,琪琪大魔王,1
求价格[飞吻R],奥施,0
无基础，想学一首曲子，怎么学？,请叫我祝淼淼,0
请问东城和平里可以授课吗 有点基础的小朋友,亭tina🎀,1
价格是,沈阳青年夜校,1
可以吗？,うれしい,0
军博附近可以吗？价格？,侯侯,0
想咨询,张小姐,0
礼貌询价,每天一点不一样,0
问下上课地点和价格,梅子一一,1
请问上课地点及价格？谢谢,锌镁铝11111,0
东直门，求上门价格,Vicky爱吃无花果,0
您好，请问怎么联系啊？,极致繁育,1
同问老师上课地址和价格,JYLY,0
多少钱一节课啊。我想学一首歌,威笑,0
老师您好 ，礼貌问下上课地点和价格。,石榴,1
线上授课的价格，谢谢,宇宙探索君,0
dd,Ricky,0
咨询,A【記得】,0
价格,阿阳阳,0
什么价格,音乐路上不迷路,0
您好 麻烦问下地点及价格,漓小一💋,0
请问价格和地址,bibing0430,0
请问上课地点和价格，谢谢,王星星_58960371,0
住朝阳公园，上门多少钱一节课,馋嘴猫 🐱,0
您好，咨询一下上课的价格。,Sara,0
求上门授课价格谢谢,奥特曼的小浣熊,0
同问上课地点及价格，谢谢🙏,carriejia,0
老师一对一上门,猪猪侠,0
地址学费,悦剑,0
成人想学，求价格,每天都在拯救世界,0
求问价格？,小红薯56EE7481,0
请问上课地点与价格,Fi,1
请问上课地点与价格,啦啦啦,0
想咨询上课地点和价格，感谢,糯阳妈妈,0
[汗颜R]成年人想学能教么,摄影师王泉隐,1
你好 询价 安贞上门,聪妈,0
价,小红薯5EC0EAEB,1
我家住朝阳亚运村，哥哥12岁学8级，弟弟7岁学4级，需要钢琴老师，想咨询一下价格,邹莉,2
礼貌问价，上门授课,WHAR275,0
成年人可以吗,Pupu,1
请问地点？价格、谢谢,蕾,0
礼貌询价,绵羊爱面包,0
礼貌询价,twne,0
您好想要咨询价格和上课地点~,海苔段段,0
请问上课地点及价格？谢谢,林志宁,1
可以请问一下地点和价格嘛,小阎同学,0
请问老师线下哪里授课？,小洋,0
咨询价格和上课地点,是林林呀🎹,0
礼貌咨询上课地点和价格,JYLY,0
同问上课地点和价格,发发,0
老师，怎么预约？,娜娜R,0
请问上课地点及价格呢,MayZhan,0
请问价格多少？,coco201701,0
请问同问地点和学费,JYLY,0
咨询,silena1106,0
请问上课地点和价格，谢谢！,梓洋妈,0
请问上课地点和价格,lllllara,1
求问上课地点和学费,momo,1
请问地点价格,Nati 对对,0
咨询价格和上课地点,爱弹琴的小公主👸,1
上课地点和价格,小红薯6371E3F8,1
多少钱呀,jillian,1
同问上课地点和价格,少美,0
求，启蒙,五档停车,0
同问上课地点及价格，谢谢🙏,小呆拉,1
请私信价格 谢谢,兰琪儿,0
你好，请问可否陪练,茉莉香米,1
同问地点和学费,angelabi不是angelababy,0
请问上课地点和价格,苏5,0
请问价格是多少，如果上门多少钱呀,火烧冰淇淋,0
地点和学费？,你好😊,0
